space delimited Alpha(deg) Beta(deg) Gamma(deg) X Y Z Scale Brightness(-1 to 1) Scheme(AZYZ,PZYZ,AZXZ,PZXZ)
300.43 30.382 112.06 -4.299848 -0.400088 -0.033384 1.4 0 AZYZ
73.09 68.39 0 -1.921142 0.003155 -0.159581 1.4 0 AZYZ
